Código producto	Descripción del producto	Descripción completa del producto	Tipo de producto	Tipo de canasta	Fecha inicio abastecimiento	Tipo de Bases
100000161	ASPARAGINASA 10.000 UI SOL INYECT FAM	ASPARAGINASA 10.000 U.I. POLVO LIOFILIZADO PARA SOLUCION INYECTABLE FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-07-01	341-2.3
100000164	ATAZANAVIR 300 MG CP	ATAZANAVIR 300 MG CAPSULAS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.1
100000165	ATENOLOL 50 MG CM	ATENOLOL  50 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000167	ATORVASTATINA 10 MG GG/CM/CM REC	ATORVASTATINA 10 MG GRAGEA O COMPRIMIDO O COMPRIMIDO RECUBIERTO, ENVASADOEN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR GRAGEA O COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000168	ATORVASTATINA 20 MG GG/CM/CM REC	ATORVASTATINA 20 MG GRAGEA O COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR GRAGEA O COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000169	ATRACURIO BESIL 25MG/2,5ML SOL.INYAM/FAM	ATRACURIO BESILATO 25 MG/2,5 ML SOLUCION INYECTABLE PARA ADMINISTRACIÓNINTRAVENOSA, AMPOLLA O FRASCO AMPOLLA, ENVASE 2,5 ML. PROGRAMAR POR AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Refrigerados	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000170	ATROPINA 1 MG/1 ML SOL. INY. AM/FAM	ATROPINA 1 MG/1 ML SOLUCION INYECTABLE PARA ADMINISTRACIÓN INTRAVENOSA,AMPOLLA O FRASCO AMPOLLA, ENVASE 1 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000171	ATROPINA 1% SOL. OFTALM. FRA 5 A 10 ML	ATROPINA 1% SOLUCION OFTALMICA FRASCO 5 A 10 ML ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000172	ATROPINA/PAPAVERINA 0,5/40 MG CM	ATROPINA/PAPAVERINA 0,5/40 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000174	AZATIOPRINA 50 MG CM/CM REC.	AZATIOPRINA 50 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000176	AZITROMICINA 500 MG CP/CM/CM REC.	AZITROMICINA 500 MG CAPSULA O COMPRIMIDO O COMPRIMIDO RECUBIERTO, ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA O COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000177	BACLOFENO 10 MG CM	BACLOFENO 10 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000178	BAJA LENGUA DESECHABLE	BAJA LENGUA DESECHABLE DE MADERA 150 MM LARGO X 18 A 20 MM ANCHO X 1.8 A 2 MM ALTO MEDIDAS APROXIMADAS SUPERFICIE Y BORDES PULIDOS. UNIDAD DE DESPACHO DE HASTA 100 UNIDADES. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000183	BATA PROCEDIMIENTO TALLA L CREA POLIEST	BATA PROCEDIMIENTO CREA POLIESTER MANGA LARGA, CON PUÑO DE GENERO ELASTICADO ABERTURA ESPALDA CON TIRA AMARRE TALLA L. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000194	BETAM.FOSF.DISOD.4 MG/MLSOL.INY. AM/FAM	BETAMETASONA FOSFATO DISODICO 4 MG/1ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAMUSCULAR E INTRAVENOSA, AMPOLLA O FRASCO AMPOLLA, ENVASE 1 ML.  ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000196	BETAMETASONA 0,1%/0,05% CREMA TUB 15A20G	BETAMETASONA VALERIANATO 0,1% O BETAMETASONA DIPROPIONATO 0,05 %, CREMATOPICA TUBO 15 A 20 GRAMOS. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR TUBO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000197	BETAMETASONA FOSF/ACET 3/3MG 3A5 ML FAM	BETAMETASONA FOSFATO DISODICO-BETAMETASONA ACETATO 3/3 MG/ML RAPILENTASUSPENSION INYECTABLE PARA ADMINISTRACION INTRAMUSCULAR EINTRAARTICULAR, FRASCO AMPOLLA O JERINGA PRELLENADA, ENVASE 3 A 5 ML.COTIZAR POR  POR FRASCO AMPOLLA O JERINGA PRELLENADA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000198	BETAXOLOL 0,5% SOL OFT 5 ML	BETAXOLOL 0,5% SOLUCION PARA GOTAS OFTALMICAS FRASCO 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000219	BOLSA RECOL ORINA ADULTO UROLOGI GRAD 2L	BOLSA RECOLECTORA ORINA  PARA ADULTO, GRADUADA, TRANSPARENTE, CON LLAVEDE DRENAJE, TUBO DE DRENAJE CON DIAMETRO INTERNO 8 MM (MINIMO) Y 90 CM DE LARGO COMO MÍNIMO,  VALVULA DE SEGURIDAD ANTIRREFLUJO, CON DOBLE SISTEMA DE FIJACION A LA CAMA TIPO GANCHO Y CUERDA, CAPACIDAD 2 L, CON SITIODE PUNCION. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000225	BOLSA PAPEL COLOR BLANCO 1/2 L	BOLSA PAPEL COLOR BLANCO CAPACIDAD 1/2 L CON UNIONES ADHERIDAS EN TODA SU EXTENSION PESO POR BOLSA NO INFERIOR A 2.7 G CON FUELLES LATERALES LARGO 220 MM MINIMO ANCHO (SIN INCLUIR FUELLE) 90 MM MINIMO. ENVASE HASTA 1000 UNIDADES. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000226	BOLSA PAPEL COLOR BLANCO 1/4 L	BOLSA PAPEL COLOR BLANCO CAPACIDAD 1/4 L CON UNIONES ADHERIDAS EN TODA SU EXTENSION PESO POR BOLSA NO INFERIOR A 1.7 G CON FUELLES LATERALES LARGO 175 MM MINIMO ANCHO (SIN INCLUIR FUELLE) 80 MM MINIMO. ENVASE HASTA 1000 UNIDADES. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000232	BRAZALETE IDENTIFICACION ADULTO	BRAZALETE IDENTIFICACION ADULTO  CON CIERRE SEGURO INVIOLABLE, MATERIALHIPOALERGENICO, LIBRE DE LATEX, IMPERMEABLE, FLEXIBLE, DURADERO, RESISTENTE AL ALCOHOL-DISOLVENTES  Y JABON NEUTRO . ENVASE RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000236	BROMHEXINA 4 MG/5ML JARAB FRA 100A120 ML	BROMHEXINA 4 MG/5 ML JARABE FRASCO 100 A 120 ML. ENVASE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000238	BROMOCRIPTINA 2,5 MG CM	BROMOCRIPTINA 2,5 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta general	2021-01-01	Importación
100000239	BUDESONIDA INH 200MCG/DO S/CFC FRA 200DO	BUDESONIDA 200 MCG/DO INHALADOR PRESURIZADO FRASCO 200 DOSIS LIBRE CFC.ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000241	BUPIVACAINA 0,5% SOL INY AM/FAM 10 ML	BUPIVACAINA 0,5% SOLUCION INYECTABLE EPIDURAL, AMPOLLA O FRASCO AMPOLLA, 10 ML, SIN PRESERVANTE. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000243	BUPIVACAINA HIPERBARICA 0,75% AM 2 ML	BUPIVACAINA HIPERBARICA 0,75% SOLUCION INYECTABLE PARA ADMINISTRACION RAQUIDEA O ESPINAL, AMPOLLA 2 ML. ENVASE RESISTENTE CON SELLO ASEGURE INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000244	BUPRENORFINA SIST. TRANSDERMICO 35 MCG/H	BUPRENORFINA 35 MCG/H PARCHE TRANSDERMICO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR PARCHE.	Psicotrópicos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000245	ANFEBUTAMONA 150 MG CM REC. ACCION PROL.	ANFEBUTAMONA CLORHIDRATO (BUPROPION) 150 MG COMPRIMIDO RECUBIERTO LIBERACION PROLONGADA O EXTENDIDA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LAINVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000274	CALCIO/VITAMINA D 320 MG/125 UI CM/CP	"CALCIO CARBONATO 800 MG (O EQUIVALENTE A 320 MG DE CALCIO ELEMENTAL)/COLECALCIFEROL 3.125 MCG (O EQUIVALENTE A 125 UI DE VIT D3) COMPRIMIDO O CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O CAPSULA."	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.2
100000275	CALCIO 500 MG CM/CM REC/MAST	CALCIO CARBONATO EQUIVALENTE A 500 MG DE CALCIO ELEMENTAL, COMPRIMIDO OCOMPRIMIDO RECUBIERTO O COMPRIMIDO MASTICABLE, ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000278	CALCIO FOLINATO(LEUCOV)50MG S.INY.AM/FAM	CALCIO FOLINATO (LEUCOVORINA) 10 MG/ML SOLUCION INYECTABLE PARA ADMINISTRACION INTRAMUSCULAR-INTRAVENOSA, AMPOLLA O FRASCO AMPOLLA, ENVASE 5 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000279	CALCIO GLUCONATO 10%SOL.INY.AM/FAM 10 ML	CALCIO GLUCONATO 10% SOLUCION INYECTABLE INTRAVENOSA, AMPOLLA O FRASCO AMPOLLA, ENVASE 10 ML. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000281	CALCITRIOL 0,5 MCG CP	CALCITRIOL 0,5 MCG CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000282	CAMISA HOSPITALIZ. ADULTO CREA/POLIESTER	CAMISA HOSPITALIZACION ADULTO MEZCLA CREA/POLIESTER BLANCA, MANGA CORTA, ABIERTA EN LA ESPALDA CON 4 PARES DE CINTA DE AMARRE, DOBLE COSTURA, ALTO 125 CM MINIMO, CONTORNO TORAX 130 CM MINIMO, LARGO MANGA 20 CM MINIMO, CONTORNO SISA 60 CM MINIMO. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000284	CAMPO QUIRURGICO YODADO ADH 90 X 60 CM	CAMPO QUIRURGICO YODADO ADHESIVO MEDIDA TOTAL 90 X 60 CM APROXIMADO (TIPO IOBAN 2) ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000287	CANULA INTRAVEN CATETER 14G X 45 A 57 MM	CANULA INTRAVENA CATETER 14 G X 45 A 57 MM DE LARGO, DE TEFLON O POLIURETANO (POLIMERO FLUOROETILENO), RADIOPACO, CON DOBLE BISEL ANGULADO. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000288	CANULA INTRAVE CATETER 16G X 30 A 35 MM	CANULA INTRAVENA CATETER 16 G X 30 A 35 MM DE LARGO, DE TEFLON O POLIURETANO (POLIMERO FLUOROETILENO), RADIOPACO, CON DOBLE BISEL ANGULADO. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000289	CANULA INTRAVEN CATETER 18G X 30 A 35 MM	CANULA INTRAVENA CATETER 18 G X 30 A 35 MM DE LARGO, DE TEFLON O POLIURETANO (POLIMERO FLUOROETILENO) RADIOPACO, CON DOBLE BISEL ANGULADO. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000290	CANULA INTRAVEN CATETER 16G X 50 A 57 MM	CANULA INTRAVENA CATETER 16 G X 50 A 57 MM DE LARGO, DE TEFLON O POLIURETANO (POLIMERO FLUOROETILENO) RADIOPACO, CON DOBLE BISEL ANGULADO. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000292	CANULA INTRAVEN CATETER 18G X 40 A 50 MM	CANULA INTRAVENA CATETER 18 G X 40 A 50 MM DE LARGO, DE TEFLON O POLIURETANO (POLIMERO FLUOROETILENO) RADIOPACO, CON DOBLE BISEL ANGULADO ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000293	CANULA INTRAVEN CATETER 20G X 30 A 35 MM	CANULA INTRAVENA CATETER 20 G X 30 A 35 MM DE LARGO, DE TEFLON O POLIURETANO (POLIMERO FLUOROETILENO), RADIOPACO, CON DOBLE BISEL ANGULADO. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000294	CANULA INTRAVEN CATETER 22G X 20 A 30 MM	CANULA INTRAVENA CATETER 22 G X 20 A 30 MM DE LARGO, DE TEFLON O POLIURETANO (POLIMERO FLUOROETILENO) RADIOPACO, CON DOBLE BISEL ANGULADO.  ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDADDEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000295	CANULA INTRAVEN CATETER 24G X 18 A 20 MM	CANULA INTRAVENA CATETER 24 G X 18 A 20 MM DE LARGO, DE TEFLON O POLIURETANO (POLIMERO FLUOROETILENO), RADIOPACO, CON DOBLE BISEL ANGULADO. ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000306	CAPTOPRIL 25 MG CM	CAPTOPRIL 25 MG COMPRIMIDO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000308	CARBAMAZEPINA 400 MG CM LIB.PROLONG/SOST	CARBAMAZEPINA 400 MG COMPRIMIDO DE LIBERACION PROLONGADA O COMPRIMIDORECUBIERTO DE LIBERACION PROLONGADA O COMPRIMIDOS RECUBIERTOS DELIBERACIONSOSTENIDA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLOQUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-07-01	341-2.1
100000309	CARBAMAZEPINA 200 MG CM	CARBAMAZEPINA 200 MG COMPRIMIDO LIBERACION CONVENCIONAL ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000352	CEFADROXILO 500 MG CP/CM/CM REC	CEFADROXILO 500 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO O CAPSULA ENVASADO EN BLISTER ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000353	CEFAZOLINA 1G POLVO/LIOF SOL INYECT.FAM	CEFAZOLINA 1 G POLVO O POLVO LIOFILIZADO PARA SOLUCION INYECTABLE VIA DE ADMINISTRACIÓN INTRAVENOSA E INTRAMUSCULAR FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000354	CEFEPIMA 1G POLVO/LIOF. SOL INYECT.FAM	CEFEPIMA 1G POLVO O POLVO LIOFILIZADO PARA SOLUCION INYECTABLE VIA DE ADMINISTRACIÓN INTRAVENOSA E INTRAMUSCULAR FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO.  COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000355	CEFOTAXIMA 1G POLVO/LIOF SOL INYECT FAM	CEFOTAXIMA 1G POLVO O POLVO LIOFILIZADO PARA SOLUCION INYECTABLE PARA ADMINISTRACION INTRAMUSCULAR E INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000357	CEFTAZIDIMA 1G POLVO/LIOF SOL INYECT FAM	CEFTAZIDIMA 1G POLVO O POLVO LIOFILIZADO PARA SOLUCION INYECTABLE  VIA ADMINISTRACION INTRAMUSCULAR E INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000358	CEFTRIAXONA 1G POLVO SOL.INY I.M/I.V.FAM	CEFTRIAXONA 1G POLVO LIOFILIZADO O POLVO PARA SOLUCION INYECTABLE INTRAMUSCULAR E INTRAVENOSA  FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000360	CEFUROXIMA 500 MG CM REC	CEFUROXIMA 500 MG COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000362	CELECOXIB 200 MG CP	CELECOXIB 200 MG CAPSULA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR CAPSULA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000363	CEPILLO P/TOMA MUESTRA PAPANICOLAU	CEPILLO CONICO PARA TOMA MUESTRA PAPANICOLAU (TIPO CITOBRUSH),  ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR UNIDAD.	Insumos	Canasta general	2020-01-01	272
100000366	CETIRIZINA 10 MG CP/CM/CM REC.	CETIRIZINA 10 MG CAPSULA, COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DELCONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000368	CIANOCOBALAMINA 0,1MG/1ML SOL.INY.AM/FAM	CIANOCOBALAMINA 0,1 MG/1 ML SOLUCION INYECTABLE VIA DE ADMINISTRACIÓN INTRAMUSCULAR AMPOLLA O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR AMPOLLA O FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000369	CICLOBENZAPRINA 10 MG CM/CM REC.	CICLOBENZAPRINA 10 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000370	CICLOFOSFAMIDA 50 MG CM/GG	CICLOFOSFAMIDA 50 MG COMPRIMIDO O GRAGEA ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO O GRAGEA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.2
100000371	CICLOFOSFAMIDA 1G FAM POLVO/POLVO LIOFIL	CICLOFOSFAMIDA 1G POLVO O POLVO LIOFILIZADO PARA SOLUCION INYECTABLE ADMINISTRACION INTRAVENOSA FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUEASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000377	CIPROFLOXACINO 0.3%  FRA 5 ML SOL. OFTAL	CIPROFLOXACINO 0,3% SOLUCION PARA GOTAS OFTALMICAS FRASCO 5 ML ENVASE INDIVIDUAL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO.COTIZAR POR FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000378	CIPROFLOXACINO 500 MG CM/CM REC.	CIPROFLOXACINO 500 MG COMPRIMIDO O COMPRIMIDO RECUBIERTO ENVASADO EN BLISTER. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR COMPRIMIDO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
100000379	CIPROFLOXACIN 200MG/100ML SOL INY FAM/BO	CIPROFLOXACINO 200 MG/100 ML SOLUCION INYECTABLE  VIA DE ADMINISTRACIÓNINTRAVENOSA BOTELLA, FRASCO O FRASCO AMPOLLA. ENVASE RESISTENTE CON SELLO QUE ASEGURE LA INVIOLABILIDAD DEL CONTENIDO. COTIZAR POR FRASCO AMPOLLA, BOTELLA O FRASCO.	Fármacos	Canasta Esencial de Medicamentos	2020-01-01	341-2.1
